date,region,disease,cases,deaths,recovered,population
2023-08-04,Uttar Pradesh,COVID-19,106,1,95,141506978
2023-08-04,West Bengal,Dengue,96,2,84,103258908
2023-08-04,West Bengal,Malaria,157,3,143,103258908
2023-08-04,West Bengal,Cholera,89,2,76,103258908
2023-08-04,West Bengal,Influenza,100,4,90,103258908
2023-08-04,West Bengal,COVID-19,290,8,244,103258908
2023-08-04,Rajasthan,Dengue,166,5,154,123355704
2023-08-04,Rajasthan,Malaria,430,5,404,123355704
2023-08-04,Rajasthan,Cholera,90,2,79,123355704
2023-08-04,Rajasthan,Influenza,74,0,62,123355704
2023-08-04,Rajasthan,COVID-19,218,3,187,123355704
2023-08-04,Telangana,Dengue,125,2,114,170922784
2023-08-04,Telangana,Malaria,117,3,102,170922784
2023-08-04,Telangana,Cholera,74,0,59,170922784
2023-08-04,Telangana,Influenza,12,0,10,170922784
2023-08-04,Telangana,COVID-19,74,2,60,170922784
2023-08-11,Maharashtra,Dengue,227,7,192,86632819
2023-08-11,Maharashtra,Malaria,98,1,91,86632819
2023-08-11,Maharashtra,Cholera,131,6,110,86632819
2023-08-11,Maharashtra,Influenza,94,4,79,86632819
2023-08-11,Maharashtra,COVID-19,144,7,127,86632819
2023-08-11,Karnataka,Dengue,440,8,380,165408449
2023-08-11,Karnataka,Malaria,201,7,167,165408449
2023-08-11,Karnataka,Cholera,318,7,275,165408449
2023-08-11,Karnataka,Influenza,63,1,54,165408449
2023-08-11,Karnataka,COVID-19,116,2,107,165408449
2023-08-11,Delhi,Dengue,355,14,285,154354904
2023-08-11,Delhi,Malaria,716,35,638,154354904
2023-08-11,Delhi,Cholera,251,4,218,154354904
2023-08-11,Delhi,Influenza,72,2,63,154354904
2023-08-11,Delhi,COVID-19,121,2,100,154354904
2023-08-11,Tamil Nadu,Dengue,60,0,53,70474205
2023-08-11,Tamil Nadu,Malaria,376,11,355,70474205
2023-08-11,Tamil Nadu,Cholera,45,1,38,70474205
2023-08-11,Tamil Nadu,Influenza,26,0,24,70474205
2023-08-11,Tamil Nadu,COVID-19,178,4,155,70474205
2023-08-11,Kerala,Dengue,402,6,331,51318326
2023-08-11,Kerala,Malaria,616,17,548,51318326
2023-08-11,Kerala,Cholera,219,3,177,51318326
2023-08-11,Kerala,Influenza,51,2,47,51318326
2023-08-11,Kerala,COVID-19,249,6,226,51318326
2023-08-11,Gujarat,Dengue,297,14,239,76291970
2023-08-11,Gujarat,Malaria,322,12,265,76291970
2023-08-11,Gujarat,Cholera,123,1,116,76291970
2023-08-11,Gujarat,Influenza,41,1,38,76291970
2023-08-11,Gujarat,COVID-19,169,4,147,76291970
2023-08-11,Uttar Pradesh,Dengue,353,15,283,168990509
2023-08-11,Uttar Pradesh,Malaria,85,3,76,168990509
2023-08-11,Uttar Pradesh,Cholera,269,4,255,168990509
2023-08-11,Uttar Pradesh,Influenza,39,1,32,168990509
2023-08-11,Uttar Pradesh,COVID-19,196,7,164,168990509
2023-08-11,West Bengal,Dengue,453,18,426,186213867
2023-08-11,West Bengal,Malaria,640,29,576,186213867
2023-08-11,West Bengal,Cholera,281,11,256,186213867
2023-08-11,West Bengal,Influenza,75,1,65,186213867
2023-08-11,West Bengal,COVID-19,437,6,365,186213867
2023-08-11,Rajasthan,Dengue,765,35,705,45602349
2023-08-11,Rajasthan,Malaria,702,27,592,45602349
2023-08-11,Rajasthan,Cholera,167,2,156,45602349
2023-08-11,Rajasthan,Influenza,53,1,44,45602349
2023-08-11,Rajasthan,COVID-19,95,3,78,45602349
2023-08-11,Telangana,Dengue,183,6,169,114721171
2023-08-11,Telangana,Malaria,262,12,242,114721171
2023-08-11,Telangana,Cholera,64,1,55,114721171
2023-08-11,Telangana,Influenza,90,2,74,114721171
2023-08-11,Telangana,COVID-19,289,9,236,114721171
2023-08-18,Maharashtra,Dengue,231,7,187,116606498
2023-08-18,Maharashtra,Malaria,273,12,240,116606498
2023-08-18,Maharashtra,Cholera,207,4,168,116606498
2023-08-18,Maharashtra,Influenza,44,1,35,116606498
2023-08-18,Maharashtra,COVID-19,229,5,212,116606498
2023-08-18,Karnataka,Dengue,445,8,399,119834817
2023-08-18,Karnataka,Malaria,169,5,138,119834817
2023-08-18,Karnataka,Cholera,112,3,102,119834817
2023-08-18,Karnataka,Influenza,82,1,68,119834817
2023-08-18,Karnataka,COVID-19,38,0,34,119834817
2023-08-18,Delhi,Dengue,340,6,299,45589085
2023-08-18,Delhi,Malaria,577,19,544,45589085
2023-08-18,Delhi,Cholera,88,2,72,45589085
2023-08-18,Delhi,Influenza,89,3,79,45589085
2023-08-18,Delhi,COVID-19,86,2,77,45589085
2023-08-18,Tamil Nadu,Dengue,277,7,255,75824072
2023-08-18,Tamil Nadu,Malaria,166,4,155,75824072
2023-08-18,Tamil Nadu,Cholera,205,8,183,75824072
2023-08-18,Tamil Nadu,Influenza,67,1,56,75824072
2023-08-18,Tamil Nadu,COVID-19,120,2,110,75824072
2023-08-18,Kerala,Dengue,597,20,550,88194881
2023-08-18,Kerala,Malaria,344,13,324,88194881
2023-08-18,Kerala,Cholera,122,2,99,88194881
2023-08-18,Kerala,Influenza,35,1,30,88194881
2023-08-18,Kerala,COVID-19,41,1,35,88194881
2023-08-18,Gujarat,Dengue,71,1,59,140534594
2023-08-18,Gujarat,Malaria,408,14,332,140534594
2023-08-18,Gujarat,Cholera,48,1,45,140534594
2023-08-18,Gujarat,Influenza,13,0,11,140534594
2023-08-18,Gujarat,COVID-19,145,4,121,140534594
2023-08-18,Uttar Pradesh,Dengue,175,2,154,53831493
2023-08-18,Uttar Pradesh,Malaria,360,12,324,53831493
2023-08-18,Uttar Pradesh,Cholera,143,4,114,53831493
2023-08-18,Uttar Pradesh,Influenza,11,0,8,53831493
2023-08-18,Uttar Pradesh,COVID-19,113,4,93,53831493
2023-08-18,West Bengal,Dengue,179,8,143,176371999
2023-08-18,West Bengal,Malaria,198,5,177,176371999
2023-08-18,West Bengal,Cholera,169,2,151,176371999
2023-08-18,West Bengal,Influenza,29,0,23,176371999
2023-08-18,West Bengal,COVID-19,364,8,312,176371999
2023-08-18,Rajasthan,Dengue,55,2,46,50793381
2023-08-18,Rajasthan,Malaria,640,13,569,50793381
2023-08-18,Rajasthan,Cholera,120,1,97,50793381
2023-08-18,Rajasthan,Influenza,65,2,57,50793381
2023-08-18,Rajasthan,COVID-19,186,6,159,50793381
2023-08-18,Telangana,Dengue,577,23,469,119445707
2023-08-18,Telangana,Malaria,161,8,132,119445707
2023-08-18,Telangana,Cholera,140,6,122,119445707
2023-08-18,Telangana,Influenza,38,0,31,119445707
2023-08-18,Telangana,COVID-19,23,1,21,119445707
2023-08-25,Maharashtra,Dengue,80,3,72,193440943
2023-08-25,Maharashtra,Malaria,766,21,711,193440943
2023-08-25,Maharashtra,Cholera,300,3,279,193440943
2023-08-25,Maharashtra,Influenza,67,3,60,193440943
2023-08-25,Maharashtra,COVID-19,155,1,138,193440943
2023-08-25,Karnataka,Dengue,92,1,84,37141466
2023-08-25,Karnataka,Malaria,188,4,150,37141466
2023-08-25,Karnataka,Cholera,218,6,190,37141466
2023-08-25,Karnataka,Influenza,97,3,78,37141466
2023-08-25,Karnataka,COVID-19,19,0,16,37141466
2023-08-25,Delhi,Dengue,354,5,293,101088169
2023-08-25,Delhi,Malaria,381,15,306,101088169
2023-08-25,Delhi,Cholera,36,1,30,101088169
2023-08-25,Delhi,Influenza,66,2,55,101088169
2023-08-25,Delhi,COVID-19,238,2,192,101088169
2023-08-25,Tamil Nadu,Dengue,210,7,185,140490795
2023-08-25,Tamil Nadu,Malaria,574,19,520,140490795
2023-08-25,Tamil Nadu,Cholera,249,6,207,140490795
2023-08-25,Tamil Nadu,Influenza,49,0,45,140490795
2023-08-25,Tamil Nadu,COVID-19,158,2,135,140490795
2023-08-25,Kerala,Dengue,235,9,221,75541885
2023-08-25,Kerala,Malaria,86,3,78,75541885
2023-08-25,Kerala,Cholera,171,4,147,75541885
2023-08-25,Kerala,Influenza,67,3,63,75541885
2023-08-25,Kerala,COVID-19,54,2,43,75541885
2023-08-25,Gujarat,Dengue,331,14,286,195313835
2023-08-25,Gujarat,Malaria,465,6,409,195313835
2023-08-25,Gujarat,Cholera,277,3,242,195313835
2023-08-25,Gujarat,Influenza,12,0,10,195313835
2023-08-25,Gujarat,COVID-19,216,10,180,195313835
2023-08-25,Uttar Pradesh,Dengue,246,9,216,156527930
2023-08-25,Uttar Pradesh,Malaria,171,2,161,156527930
2023-08-25,Uttar Pradesh,Cholera,237,11,217,156527930
2023-08-25,Uttar Pradesh,Influenza,88,3,83,156527930
2023-08-25,Uttar Pradesh,COVID-19,256,10,224,156527930
2023-08-25,West Bengal,Dengue,349,5,328,41880901
2023-08-25,West Bengal,Malaria,82,1,67,41880901
2023-08-25,West Bengal,Cholera,298,3,264,41880901
2023-08-25,West Bengal,Influenza,49,1,41,41880901
2023-08-25,West Bengal,COVID-19,128,5,112,41880901
2023-08-25,Rajasthan,Dengue,345,11,282,68124298
2023-08-25,Rajasthan,Malaria,406,6,380,68124298
2023-08-25,Rajasthan,Cholera,165,7,133,68124298
2023-08-25,Rajasthan,Influenza,78,2,70,68124298
2023-08-25,Rajasthan,COVID-19,114,2,103,68124298
2023-08-25,Telangana,Dengue,118,2,95,76920085
2023-08-25,Telangana,Malaria,461,18,415,76920085
2023-08-25,Telangana,Cholera,138,3,115,76920085
2023-08-25,Telangana,Influenza,26,0,22,76920085
2023-08-25,Telangana,COVID-19,241,11,203,76920085
2023-09-01,Maharashtra,Dengue,209,7,179,97682174
2023-09-01,Maharashtra,Malaria,63,1,54,97682174
2023-09-01,Maharashtra,Cholera,190,3,156,97682174
2023-09-01,Maharashtra,Influenza,77,3,62,97682174
2023-09-01,Maharashtra,COVID-19,123,4,104,97682174
2023-09-01,Karnataka,Dengue,335,4,274,122717604
2023-09-01,Karnataka,Malaria,588,22,497,122717604
2023-09-01,Karnataka,Cholera,205,5,185,122717604
2023-09-01,Karnataka,Influenza,52,0,48,122717604
2023-09-01,Karnataka,COVID-19,174,6,144,122717604
2023-09-01,Delhi,Dengue,216,4,194,71659805
2023-09-01,Delhi,Malaria,509,11,481,71659805
2023-09-01,Delhi,Cholera,246,4,219,71659805
2023-09-01,Delhi,Influenza,29,0,27,71659805
2023-09-01,Delhi,COVID-19,95,1,89,71659805
2023-09-01,Tamil Nadu,Dengue,336,8,314,196033880
2023-09-01,Tamil Nadu,Malaria,406,13,373,196033880
2023-09-01,Tamil Nadu,Cholera,254,3,203,196033880
2023-09-01,Tamil Nadu,Influenza,40,1,32,196033880
2023-09-01,Tamil Nadu,COVID-19,361,9,292,196033880
2023-09-01,Kerala,Dengue,280,12,263,149221762
2023-09-01,Kerala,Malaria,443,6,354,149221762
2023-09-01,Kerala,Cholera,156,2,146,149221762
2023-09-01,Kerala,Influenza,97,3,82,149221762
2023-09-01,Kerala,COVID-19,220,2,203,149221762
2023-09-01,Gujarat,Dengue,206,2,167,159218816
2023-09-01,Gujarat,Malaria,507,23,449,159218816
2023-09-01,Gujarat,Cholera,315,14,276,159218816
2023-09-01,Gujarat,Influenza,25,0,22,159218816
2023-09-01,Gujarat,COVID-19,271,10,231,159218816
2023-09-01,Uttar Pradesh,Dengue,274,8,249,140418880
2023-09-01,Uttar Pradesh,Malaria,86,3,76,140418880
2023-09-01,Uttar Pradesh,Cholera,52,2,44,140418880
2023-09-01,Uttar Pradesh,Influenza,84,3,73,140418880
2023-09-01,Uttar Pradesh,COVID-19,75,1,65,140418880
2023-09-01,West Bengal,Dengue,272,7,227,157558559
2023-09-01,West Bengal,Malaria,238,10,213,157558559
2023-09-01,West Bengal,Cholera,259,11,222,157558559
2023-09-01,West Bengal,Influenza,82,3,70,157558559
2023-09-01,West Bengal,COVID-19,176,8,148,157558559
2023-09-01,Rajasthan,Dengue,407,4,385,113783947
2023-09-01,Rajasthan,Malaria,474,22,391,113783947
2023-09-01,Rajasthan,Cholera,126,5,112,113783947
2023-09-01,Rajasthan,Influenza,100,4,84,113783947
2023-09-01,Rajasthan,COVID-19,73,3,59,113783947
2023-09-01,Telangana,Dengue,174,2,158,151211563
2023-09-01,Telangana,Malaria,359,13,317,151211563
2023-09-01,Telangana,Cholera,320,9,267,151211563
2023-09-01,Telangana,Influenza,40,1,34,151211563
2023-09-01,Telangana,COVID-19,153,2,140,151211563
2023-09-08,Maharashtra,Dengue,481,19,394,150338773
2023-09-08,Maharashtra,Malaria,140,4,129,150338773
2023-09-08,Maharashtra,Cholera,131,5,112,150338773
2023-09-08,Maharashtra,Influenza,59,2,53,150338773
2023-09-08,Maharashtra,COVID-19,67,2,58,150338773
2023-09-08,Karnataka,Dengue,464,12,431,123660209
2023-09-08,Karnataka,Malaria,382,11,345,123660209
2023-09-08,Karnataka,Cholera,173,3,141,123660209
2023-09-08,Karnataka,Influenza,30,0,27,123660209
2023-09-08,Karnataka,COVID-19,112,3,89,123660209
2023-09-08,Delhi,Dengue,72,1,60,149407506
2023-09-08,Delhi,Malaria,257,8,228,149407506
2023-09-08,Delhi,Cholera,25,0,20,149407506
2023-09-08,Delhi,Influenza,54,1,50,149407506
2023-09-08,Delhi,COVID-19,125,2,110,149407506
2023-09-08,Tamil Nadu,Dengue,425,6,343,110025439
2023-09-08,Tamil Nadu,Malaria,423,13,345,110025439
2023-09-08,Tamil Nadu,Cholera,163,6,146,110025439
2023-09-08,Tamil Nadu,Influenza,94,2,75,110025439
2023-09-08,Tamil Nadu,COVID-19,256,6,206,110025439
2023-09-08,Kerala,Dengue,46,0,40,56593945
2023-09-08,Kerala,Malaria,378,17,305,56593945
2023-09-08,Kerala,Cholera,178,3,151,56593945
2023-09-08,Kerala,Influenza,21,0,17,56593945
2023-09-08,Kerala,COVID-19,122,1,103,56593945
2023-09-08,Gujarat,Dengue,302,8,274,116520362
2023-09-08,Gujarat,Malaria,476,14,392,116520362
2023-09-08,Gujarat,Cholera,219,8,206,116520362
2023-09-08,Gujarat,Influenza,50,2,41,116520362
2023-09-08,Gujarat,COVID-19,252,6,201,116520362
2023-09-08,Uttar Pradesh,Dengue,44,1,41,126236611
2023-09-08,Uttar Pradesh,Malaria,315,10,283,126236611
2023-09-08,Uttar Pradesh,Cholera,132,5,107,126236611
2023-09-08,Uttar Pradesh,Influenza,91,3,75,126236611
2023-09-08,Uttar Pradesh,COVID-19,28,0,25,126236611
2023-09-08,West Bengal,Dengue,310,10,267,107141219
2023-09-08,West Bengal,Malaria,704,10,630,107141219
2023-09-08,West Bengal,Cholera,84,1,78,107141219
2023-09-08,West Bengal,Influenza,53,1,44,107141219
2023-09-08,West Bengal,COVID-19,71,1,61,107141219
2023-09-08,Rajasthan,Dengue,286,11,267,196383024
2023-09-08,Rajasthan,Malaria,74,3,66,196383024
2023-09-08,Rajasthan,Cholera,115,1,105,196383024
2023-09-08,Rajasthan,Influenza,38,1,35,196383024
2023-09-08,Rajasthan,COVID-19,128,1,102,196383024
2023-09-08,Telangana,Dengue,231,5,202,114974966
2023-09-08,Telangana,Malaria,549,13,455,114974966
2023-09-08,Telangana,Cholera,114,5,98,114974966
2023-09-08,Telangana,Influenza,72,2,65,114974966
2023-09-08,Telangana,COVID-19,67,1,59,114974966
2023-09-15,Maharashtra,Dengue,156,5,135,131711869
2023-09-15,Maharashtra,Malaria,213,5,193,131711869
2023-09-15,Maharashtra,Cholera,160,3,151,131711869
2023-09-15,Maharashtra,Influenza,47,1,44,131711869
2023-09-15,Maharashtra,COVID-19,18,0,15,131711869
2023-09-15,Karnataka,Dengue,225,9,188,74575574
2023-09-15,Karnataka,Malaria,157,7,147,74575574
2023-09-15,Karnataka,Cholera,144,4,134,74575574
2023-09-15,Karnataka,Influenza,40,1,37,74575574
2023-09-15,Karnataka,COVID-19,19,0,17,74575574
2023-09-15,Delhi,Dengue,293,12,266,166638486
2023-09-15,Delhi,Malaria,511,11,451,166638486
2023-09-15,Delhi,Cholera,236,6,220,166638486
2023-09-15,Delhi,Influenza,29,1,25,166638486
2023-09-15,Delhi,COVID-19,371,7,312,166638486
2023-09-15,Tamil Nadu,Dengue,341,6,310,69451943
2023-09-15,Tamil Nadu,Malaria,594,24,496,69451943
2023-09-15,Tamil Nadu,Cholera,62,0,49,69451943
2023-09-15,Tamil Nadu,Influenza,13,0,10,69451943
2023-09-15,Tamil Nadu,COVID-19,24,0,20,69451943
2023-09-15,Kerala,Dengue,422,4,360,154747755
2023-09-15,Kerala,Malaria,502,5,404,154747755
2023-09-15,Kerala,Cholera,57,1,48,154747755
2023-09-15,Kerala,Influenza,81,2,73,154747755
2023-09-15,Kerala,COVID-19,256,7,206,154747755
2023-09-15,Gujarat,Dengue,253,7,223,160580461
2023-09-15,Gujarat,Malaria,309,4,263,160580461
2023-09-15,Gujarat,Cholera,197,4,176,160580461
2023-09-15,Gujarat,Influenza,10,0,9,160580461
2023-09-15,Gujarat,COVID-19,94,2,81,160580461
2023-09-15,Uttar Pradesh,Dengue,320,12,301,147643970
2023-09-15,Uttar Pradesh,Malaria,556,14,496,147643970
2023-09-15,Uttar Pradesh,Cholera,214,8,202,147643970
2023-09-15,Uttar Pradesh,Influenza,99,4,91,147643970
2023-09-15,Uttar Pradesh,COVID-19,131,2,108,147643970
2023-09-15,West Bengal,Dengue,196,4,180,60653293
2023-09-15,West Bengal,Malaria,515,19,434,60653293
2023-09-15,West Bengal,Cholera,294,8,239,60653293
2023-09-15,West Bengal,Influenza,94,4,87,60653293
2023-09-15,West Bengal,COVID-19,252,3,228,60653293
2023-09-15,Rajasthan,Dengue,489,6,416,174351408
2023-09-15,Rajasthan,Malaria,674,22,564,174351408
2023-09-15,Rajasthan,Cholera,34,1,30,174351408
2023-09-15,Rajasthan,Influenza,54,1,43,174351408
2023-09-15,Rajasthan,COVID-19,303,13,262,174351408
2023-09-15,Telangana,Dengue,344,6,311,188897213
2023-09-15,Telangana,Malaria,151,6,135,188897213
2023-09-15,Telangana,Cholera,131,2,119,188897213
2023-09-15,Telangana,Influenza,35,1,31,188897213
2023-09-15,Telangana,COVID-19,121,4,102,188897213
2023-09-22,Maharashtra,Dengue,75,2,69,158538208
2023-09-22,Maharashtra,Malaria,245,4,219,158538208
2023-09-22,Maharashtra,Cholera,80,3,67,158538208
2023-09-22,Maharashtra,Influenza,19,0,17,158538208
2023-09-22,Maharashtra,COVID-19,106,3,93,158538208
2023-09-22,Karnataka,Dengue,74,3,65,181695373
2023-09-22,Karnataka,Malaria,511,18,470,181695373
2023-09-22,Karnataka,Cholera,265,3,249,181695373
2023-09-22,Karnataka,Influenza,82,4,71,181695373
2023-09-22,Karnataka,COVID-19,62,0,52,181695373
2023-09-22,Delhi,Dengue,85,2,74,113914113
2023-09-22,Delhi,Malaria,317,9,290,113914113
2023-09-22,Delhi,Cholera,111,2,90,113914113
2023-09-22,Delhi,Influenza,57,1,53,113914113
2023-09-22,Delhi,COVID-19,27,0,22,113914113
2023-09-22,Tamil Nadu,Dengue,200,5,173,81041565
2023-09-22,Tamil Nadu,Malaria,592,18,510,81041565
2023-09-22,Tamil Nadu,Cholera,126,4,101,81041565
2023-09-22,Tamil Nadu,Influenza,18,0,14,81041565
2023-09-22,Tamil Nadu,COVID-19,285,9,267,81041565
2023-09-22,Kerala,Dengue,557,13,450,40629072
2023-09-22,Kerala,Malaria,95,3,80,40629072
2023-09-22,Kerala,Cholera,84,1,73,40629072
2023-09-22,Kerala,Influenza,76,2,69,40629072
2023-09-22,Kerala,COVID-19,180,3,152,40629072
2023-09-22,Gujarat,Dengue,304,9,267,139991639
2023-09-22,Gujarat,Malaria,319,14,267,139991639
2023-09-22,Gujarat,Cholera,94,2,83,139991639
2023-09-22,Gujarat,Influenza,50,2,45,139991639
2023-09-22,Gujarat,COVID-19,123,3,99,139991639
2023-09-22,Uttar Pradesh,Dengue,337,7,313,85932805
2023-09-22,Uttar Pradesh,Malaria,398,19,327,85932805
2023-09-22,Uttar Pradesh,Cholera,75,0,67,85932805
2023-09-22,Uttar Pradesh,Influenza,70,2,60,85932805
2023-09-22,Uttar Pradesh,COVID-19,226,9,190,85932805
2023-09-22,West Bengal,Dengue,406,16,324,195017354
2023-09-22,West Bengal,Malaria,75,0,66,195017354
2023-09-22,West Bengal,Cholera,249,9,200,195017354
2023-09-22,West Bengal,Influenza,77,1,67,195017354
2023-09-22,West Bengal,COVID-19,145,1,137,195017354
2023-09-22,Rajasthan,Dengue,298,13,264,149991314
2023-09-22,Rajasthan,Malaria,75,2,65,149991314
2023-09-22,Rajasthan,Cholera,97,1,83,149991314
2023-09-22,Rajasthan,Influenza,91,1,83,149991314
2023-09-22,Rajasthan,COVID-19,125,2,116,149991314
2023-09-22,Telangana,Dengue,434,5,410,71691149
2023-09-22,Telangana,Malaria,324,12,291,71691149
2023-09-22,Telangana,Cholera,246,7,207,71691149
2023-09-22,Telangana,Influenza,52,1,48,71691149
2023-09-22,Telangana,COVID-19,45,2,38,71691149
2023-09-29,Maharashtra,Dengue,673,26,577,162444482
2023-09-29,Maharashtra,Malaria,160,7,144,162444482
2023-09-29,Maharashtra,Cholera,44,0,36,162444482
2023-09-29,Maharashtra,Influenza,72,0,66,162444482
2023-09-29,Maharashtra,COVID-19,189,5,161,162444482
2023-09-29,Karnataka,Dengue,350,7,315,197793660
2023-09-29,Karnataka,Malaria,411,18,382,197793660
2023-09-29,Karnataka,Cholera,80,2,67,197793660
2023-09-29,Karnataka,Influenza,81,3,74,197793660
2023-09-29,Karnataka,COVID-19,147,4,133,197793660
2023-09-29,Delhi,Dengue,398,15,363,117359015
2023-09-29,Delhi,Malaria,105,2,86,117359015
2023-09-29,Delhi,Cholera,92,4,84,117359015
2023-09-29,Delhi,Influenza,89,2,76,117359015
2023-09-29,Delhi,COVID-19,310,5,285,117359015
2023-09-29,Tamil Nadu,Dengue,406,6,379,69201444
2023-09-29,Tamil Nadu,Malaria,357,8,334,69201444
2023-09-29,Tamil Nadu,Cholera,52,2,41,69201444
2023-09-29,Tamil Nadu,Influenza,66,1,58,69201444
2023-09-29,Tamil Nadu,COVID-19,224,8,204,69201444
2023-09-29,Kerala,Dengue,262,5,220,74747521
2023-09-29,Kerala,Malaria,243,10,197,74747521
2023-09-29,Kerala,Cholera,162,3,135,74747521
2023-09-29,Kerala,Influenza,34,1,30,74747521
2023-09-29,Kerala,COVID-19,45,1,40,74747521
2023-09-29,Gujarat,Dengue,163,1,131,74030234
2023-09-29,Gujarat,Malaria,409,15,378,74030234
2023-09-29,Gujarat,Cholera,148,1,140,74030234
2023-09-29,Gujarat,Influenza,19,0,17,74030234
2023-09-29,Gujarat,COVID-19,168,4,142,74030234
2023-09-29,Uttar Pradesh,Dengue,301,11,254,186247592
2023-09-29,Uttar Pradesh,Malaria,177,5,158,186247592
2023-09-29,Uttar Pradesh,Cholera,148,3,121,186247592
2023-09-29,Uttar Pradesh,Influenza,65,1,60,186247592
2023-09-29,Uttar Pradesh,COVID-19,96,1,80,186247592
2023-09-29,West Bengal,Dengue,214,2,189,47368161
2023-09-29,West Bengal,Malaria,322,6,263,47368161
2023-09-29,West Bengal,Cholera,250,7,202,47368161
2023-09-29,West Bengal,Influenza,24,0,21,47368161
2023-09-29,West Bengal,COVID-19,86,2,77,47368161
2023-09-29,Rajasthan,Dengue,169,5,137,182277148
2023-09-29,Rajasthan,Malaria,118,2,108,182277148
2023-09-29,Rajasthan,Cholera,259,4,228,182277148
2023-09-29,Rajasthan,Influenza,58,1,52,182277148
2023-09-29,Rajasthan,COVID-19,118,4,104,182277148
2023-09-29,Telangana,Dengue,275,8,226,74924178
2023-09-29,Telangana,Malaria,150,6,126,74924178
2023-09-29,Telangana,Cholera,169,3,140,74924178
2023-09-29,Telangana,Influenza,100,3,87,74924178
2023-09-29,Telangana,COVID-19,49,0,43,74924178
2023-10-06,Maharashtra,Dengue,62,2,49,196574205
2023-10-06,Maharashtra,Malaria,15,0,12,196574205
2023-10-06,Maharashtra,Cholera,68,1,59,196574205
2023-10-06,Maharashtra,Influenza,36,0,34,196574205
2023-10-06,Maharashtra,COVID-19,382,13,322,196574205
2023-10-06,Karnataka,Dengue,52,1,42,75682218
2023-10-06,Karnataka,Malaria,97,3,81,75682218
2023-10-06,Karnataka,Cholera,40,1,33,75682218
2023-10-06,Karnataka,Influenza,88,3,73,75682218
2023-10-06,Karnataka,COVID-19,159,6,137,75682218
2023-10-06,Delhi,Dengue,39,1,35,75249118
2023-10-06,Delhi,Malaria,48,1,39,75249118
2023-10-06,Delhi,Cholera,98,4,79,75249118
2023-10-06,Delhi,Influenza,90,3,72,75249118
2023-10-06,Delhi,COVID-19,198,8,169,75249118
2023-10-06,Tamil Nadu,Dengue,23,0,19,173094292
2023-10-06,Tamil Nadu,Malaria,60,1,53,173094292
2023-10-06,Tamil Nadu,Cholera,69,1,58,173094292
2023-10-06,Tamil Nadu,Influenza,95,4,86,173094292
2023-10-06,Tamil Nadu,COVID-19,150,3,120,173094292
2023-10-06,Kerala,Dengue,85,2,73,134901715
2023-10-06,Kerala,Malaria,48,1,42,134901715
2023-10-06,Kerala,Cholera,40,0,32,134901715
2023-10-06,Kerala,Influenza,27,0,22,134901715
2023-10-06,Kerala,COVID-19,208,9,173,134901715
2023-10-06,Gujarat,Dengue,34,0,30,73484006
2023-10-06,Gujarat,Malaria,76,2,69,73484006
2023-10-06,Gujarat,Cholera,10,0,8,73484006
2023-10-06,Gujarat,Influenza,99,4,86,73484006
2023-10-06,Gujarat,COVID-19,156,4,127,73484006
2023-10-06,Uttar Pradesh,Dengue,22,0,19,49147049
